,GENE,POS
934,ENSG00000214812,"[28446960, 28447832]"
4124,ENSG00000252222,"[184790562, 184790623]"
5055,ENSG00000152904,"[235490665, 235507847]"
964,ENSG00000198492,"[29063133, 29096287]"
124,ENSG00000236684,"[1515136, 1515379]"
4836,ENSG00000223282,"[226633638, 226633993]"
3025,ENSG00000268544,"[149575345, 149575767]"
5083,ENSG00000077585,"[236305832, 236385165]"
1965,ENSG00000234497,"[75055419, 75087403]"
2972,ENSG00000203832,"[148250249, 148347506]"
3506,ENSG00000231237,"[158664329, 158665299]"
2515,ENSG00000156150,"[110602616, 110613322]"
4413,ENSG00000176754,"[204001575, 204010393]"
5329,ENSG00000196944,"[248524883, 248525929]"
446,ENSG00000204503,"[13328196, 13331692]"
4799,ENSG00000251933,"[224910169, 224910243]"
2996,ENSG00000264022,"[149036312, 149036377]"
647,ENSG00000226664,"[20620704, 20649680]"
4856,ENSG00000237469,"[227680730, 227682843]"
2452,ENSG00000224698,"[108963311, 108975806]"
3761,ENSG00000143167,"[167022073, 167059868]"
1757,ENSG00000230812,"[59486059, 59510286]"
1588,ENSG00000223390,"[52499063, 52509951]"
935,ENSG00000253005,"[28469248, 28469352]"
1450,ENSG00000227857,"[46600203, 46604753]"
4463,ENSG00000158711,"[205577071, 205601090]"
3867,ENSG00000239373,"[171461550, 171461858]"
1353,ENSG00000159479,"[43849588, 43855479]"
3265,ENSG00000169418,"[153651113, 153666468]"
3138,ENSG00000159377,"[151372010, 151374420]"
1188,ENSG00000116922,"[38147242, 38157914]"
217,ENSG00000196581,"[4714792, 4852594]"
1415,ENSG00000253039,"[45397995, 45398103]"
4539,ENSG00000232537,"[209320612, 209328446]"
3296,ENSG00000215938,"[154166141, 154166219]"
4687,ENSG00000252240,"[219836719, 219836809]"
877,ENSG00000131910,"[27237980, 27240457]"
3722,ENSG00000143149,"[165631453, 165668100]"
2022,ENSG00000162616,"[78444859, 78483648]"
3607,ENSG00000270149,"[160967747, 161008752]"
66,ENSG00000188976,"[879584, 894689]"
3660,ENSG00000226889,"[161735115, 161736017]"
1481,ENSG00000261196,"[47460054, 47460174]"
4790,ENSG00000238856,"[224524493, 224524591]"
736,ENSG00000249087,"[23695490, 23698332]"
1846,ENSG00000265996,"[65523438, 65523525]"
272,ENSG00000270330,"[8002432, 8002786]"
1490,ENSG00000162366,"[47649265, 47656716]"
4647,ENSG00000250536,"[214778813, 214782183]"
4041,ENSG00000266683,"[180514968, 180515067]"
4437,ENSG00000252650,"[204676448, 204676558]"
4392,ENSG00000233791,"[203267886, 203274437]"
1944,ENSG00000271618,"[72203856, 72204037]"
660,ENSG00000235432,"[21019227, 21020506]"
1446,ENSG00000232467,"[46312666, 46313266]"
2801,ENSG00000237291,"[143154493, 143169717]"
4127,ENSG00000121481,"[185014496, 185071740]"
288,ENSG00000221083,"[8571854, 8571978]"
1776,ENSG00000237928,"[61405911, 61436448]"
1357,ENSG00000178922,"[43916824, 43919660]"
782,ENSG00000184454,"[24882602, 24935819]"
3577,ENSG00000224261,"[160236130, 160237015]"
3655,ENSG00000199595,"[161669296, 161669397]"
1978,ENSG00000213579,"[76047784, 76048240]"
3459,ENSG00000253831,"[157061836, 157069600]"
226,ENSG00000069424,"[6051526, 6161253]"
760,ENSG00000229106,"[24227961, 24229227]"
3163,ENSG00000203288,"[151763280, 151766878]"
514,ENSG00000179743,"[16160560, 16174642]"
727,ENSG00000169641,"[23410516, 23504301]"
1605,ENSG00000239063,"[52877114, 52877194]"
5226,ENSG00000232793,"[245446133, 245446391]"
3097,ENSG00000163131,"[150702672, 150738433]"
5230,ENSG00000185420,"[245912642, 246670614]"
2917,ENSG00000234610,"[146986158, 146989699]"
2891,ENSG00000227216,"[146059926, 146060343]"
3964,ENSG00000116183,"[176432307, 176814735]"
908,ENSG00000233975,"[27986839, 27989233]"
800,ENSG00000187010,"[25598884, 25656936]"
768,ENSG00000142661,"[24382525, 24438665]"
193,ENSG00000207776,"[3477259, 3477354]"
4088,ENSG00000135829,"[182808504, 182856886]"
742,ENSG00000007968,"[23832922, 23857712]"
3349,ENSG00000273088,"[155141885, 155159748]"
1454,ENSG00000171357,"[46669006, 46686933]"
612,ENSG00000127463,"[19542158, 19578046]"
3679,ENSG00000272574,"[162562893, 162563544]"
3767,ENSG00000272033,"[167348345, 167350237]"
1870,ENSG00000152760,"[67218142, 67244470]"
4163,ENSG00000236030,"[187061974, 187329455]"
401,ENSG00000202461,"[12084069, 12084181]"
4285,ENSG00000202329,"[199983817, 199983923]"
849,ENSG00000176092,"[26648350, 26680621]"
4239,ENSG00000000971,"[196621008, 196716634]"
3651,ENSG00000231586,"[161587782, 161589375]"
1728,ENSG00000229913,"[57289352, 57292593]"
374,ENSG00000238173,"[11293020, 11293169]"
2935,ENSG00000203836,"[147574428, 147634886]"
537,ENSG00000233929,"[16567708, 16567893]"
4323,ENSG00000242150,"[201489184, 201489677]"
5112,ENSG00000232989,"[238431794, 238431895]"
1007,ENSG00000215900,"[31567834, 31568405]"
5133,ENSG00000252317,"[240504685, 240504777]"
4265,ENSG00000081237,"[198607801, 198726545]"
3903,ENSG00000231615,"[173331536, 173332872]"
578,ENSG00000117115,"[17393256, 17445948]"
692,ENSG00000219073,"[22303514, 22325135]"
1611,ENSG00000233664,"[53174794, 53175114]"
2734,ENSG00000230921,"[119911569, 119912954]"
5243,ENSG00000225300,"[246769175, 246771404]"
3501,ENSG00000197532,"[158516918, 158517895]"
4465,ENSG00000158715,"[205626979, 205649587]"
655,ENSG00000158828,"[20959948, 20978004]"
444,ENSG00000224199,"[13196270, 13199067]"
5332,ENSG00000227152,"[248604508, 248605434]"
1829,ENSG00000177452,"[64254392, 64254975]"
3165,ENSG00000213171,"[151772740, 151778630]"
3534,ENSG00000249197,"[159375213, 159376199]"
1228,ENSG00000127603,"[39546988, 39952849]"
3987,ENSG00000273384,"[178620841, 178621417]"
4061,ENSG00000252977,"[181740702, 181740780]"
3357,ENSG00000160766,"[155183616, 155197214]"
3133,ENSG00000273481,"[151300425, 151300905]"
590,ENSG00000239020,"[17776259, 17776359]"
2906,ENSG00000131781,"[146646930, 146714700]"
1575,ENSG00000078618,"[52254863, 52344477]"
478,ENSG00000189337,"[14925200, 15444539]"
3129,ENSG00000232671,"[151252500, 151254405]"
4638,ENSG00000230461,"[213991094, 214160973]"
4727,ENSG00000234754,"[221503422, 221509638]"
2656,ENSG00000226973,"[116014562, 116018648]"
2396,ENSG00000118733,"[102268130, 102462586]"
2140,ENSG00000224235,"[88365592, 88371397]"
3124,ENSG00000163155,"[151132224, 151138424]"
4992,ENSG00000222986,"[231806381, 231806496]"
2660,ENSG00000270631,"[116119850, 116120407]"
1871,ENSG00000172410,"[67263424, 67266939]"
3896,ENSG00000224000,"[172876040, 172876824]"
3283,ENSG00000143578,"[153940010, 153946839]"
2620,ENSG00000116793,"[114239453, 114302111]"
465,ENSG00000204478,"[13736907, 13747803]"
743,ENSG00000235052,"[23875630, 23877406]"
2751,ENSG00000134240,"[120290619, 120311528]"
4723,ENSG00000238078,"[221002597, 221005771]"
182,ENSG00000233234,"[2728415, 2729257]"
242,ENSG00000215788,"[6521211, 6526255]"
2716,ENSG00000155761,"[118496484, 118727846]"
1394,ENSG00000126106,"[45100910, 45140227]"
1053,ENSG00000252450,"[32752053, 32752162]"
4224,ENSG00000162630,"[193148175, 193155784]"
653,ENSG00000183114,"[20878932, 20881512]"
148,ENSG00000067606,"[1981909, 2116834]"
708,ENSG00000234397,"[22649333, 22649824]"
4535,ENSG00000259815,"[208800086, 208801430]"
23,ENSG00000235249,"[367640, 368634]"
3312,ENSG00000160712,"[154377669, 154441926]"
1285,ENSG00000272145,"[41156052, 41157738]"
1957,ENSG00000162620,"[74491699, 74663871]"
2260,ENSG00000232752,"[94390299, 94390941]"
1532,ENSG00000227839,"[50459990, 50461874]"
1436,ENSG00000132780,"[46049518, 46084566]"
919,ENSG00000270031,"[28146494, 28146852]"
1199,ENSG00000188786,"[38275239, 38325292]"
2216,ENSG00000242764,"[92867948, 92868242]"
4862,ENSG00000265216,"[227832981, 227833067]"
469,ENSG00000162493,"[13909960, 13944452]"
5167,ENSG00000180287,"[242246288, 242687998]"
3868,ENSG00000201126,"[171488955, 171489052]"
106,ENSG00000223663,"[1314046, 1314412]"
1484,ENSG00000186160,"[47533160, 47583991]"
4407,ENSG00000223505,"[203804713, 203805040]"
350,ENSG00000160049,"[10516579, 10532583]"
1509,ENSG00000226133,"[48519217, 48532873]"
1260,ENSG00000131236,"[40505905, 40538321]"
48,ENSG00000229905,"[696291, 697369]"
238,ENSG00000069812,"[6472478, 6484730]"
712,ENSG00000173372,"[22962999, 22966101]"
1443,ENSG00000230896,"[46160356, 46162747]"
4983,ENSG00000116903,"[231468480, 231473598]"
5295,ENSG00000221888,"[247920676, 247921982]"
3951,ENSG00000235628,"[175507911, 175525954]"
4253,ENSG00000213047,"[197473878, 197744826]"
4226,ENSG00000226640,"[193648024, 193696165]"
2663,ENSG00000173218,"[116184574, 116240845]"
2718,ENSG00000226126,"[119156956, 119158269]"
2613,ENSG00000198799,"[113615831, 113674882]"
4462,ENSG00000206762,"[205564169, 205564275]"
2511,ENSG00000184371,"[110452864, 110473614]"
900,ENSG00000231207,"[27715972, 27716649]"
3887,ENSG00000206684,"[172335680, 172335786]"
4555,ENSG00000162757,"[209955661, 209957904]"
1931,ENSG00000226208,"[71181616, 71185972]"
5031,ENSG00000168264,"[234740015, 234745271]"
4587,ENSG00000224763,"[211833531, 211834619]"
3033,ENSG00000239903,"[149646785, 149649302]"
2771,ENSG00000230806,"[121102017, 121140666]"
3970,ENSG00000224968,"[177320722, 177335408]"
5148,ENSG00000215802,"[240986306, 240986733]"
3690,ENSG00000232995,"[163214295, 163291684]"
4376,ENSG00000199471,"[202884008, 202884108]"
2254,ENSG00000260464,"[94312730, 94314495]"
2125,ENSG00000261737,"[87169185, 87170145]"
30,ENSG00000235146,"[523009, 530148]"
2306,ENSG00000200800,"[96691457, 96691616]"
3206,ENSG00000229713,"[152709994, 152710344]"
1226,ENSG00000174574,"[39456895, 39471731]"
3730,ENSG00000230659,"[165788590, 165789024]"
2329,ENSG00000233557,"[98542556, 98543024]"
3619,ENSG00000238934,"[161110998, 161111126]"
173,ENSG00000272449,"[2477904, 2478899]"
2676,ENSG00000203865,"[116934869, 116961244]"
3641,ENSG00000215840,"[161375858, 161376872]"
4930,ENSG00000240524,"[229406674, 229407346]"
3241,ENSG00000163221,"[153346184, 153348125]"
859,ENSG00000117676,"[26856252, 26901521]"
1972,ENSG00000162624,"[75594119, 75627218]"
1917,ENSG00000229359,"[70385005, 70386000]"
3692,ENSG00000143228,"[163236366, 163325554]"
3473,ENSG00000232366,"[157693970, 157694810]"
25,ENSG00000256186,"[450820, 450910]"
2491,ENSG00000065135,"[110091233, 110136975]"
5237,ENSG00000227728,"[246672340, 246685894]"
807,ENSG00000238084,"[25725203, 25725771]"
1469,ENSG00000123472,"[47098409, 47139539]"
2006,ENSG00000233099,"[77811731, 77815270]"
3691,ENSG00000237756,"[163229640, 163230449]"
4427,ENSG00000158615,"[204372515, 204380919]"
3923,ENSG00000135870,"[173900352, 173991435]"
3852,ENSG00000117507,"[171106879, 171130707]"
3195,ENSG00000244057,"[152573138, 152573562]"
493,ENSG00000116138,"[15853308, 15918874]"
1623,ENSG00000264834,"[53394346, 53394444]"
2651,ENSG00000134200,"[115572415, 115576941]"
4724,ENSG00000257551,"[221006105, 221053482]"
1001,ENSG00000134644,"[31404353, 31538838]"
2317,ENSG00000265771,"[97401101, 97401219]"
4071,ENSG00000228664,"[182297632, 182298142]"
1951,ENSG00000229636,"[73570475, 73571965]"
2746,ENSG00000240244,"[120138790, 120139802]"
3842,ENSG00000120370,"[170501270, 170522587]"
972,ENSG00000253304,"[29445940, 29450447]"
1308,ENSG00000264896,"[42224812, 42224898]"
4277,ENSG00000228190,"[199341005, 199341425]"
3273,ENSG00000143554,"[153746830, 153752633]"
3258,ENSG00000189171,"[153591263, 153606568]"
2489,ENSG00000156097,"[110082494, 110091028]"
4091,ENSG00000199837,"[182913500, 182913625]"
611,ENSG00000230424,"[19536995, 19567198]"
4044,ENSG00000272292,"[180727858, 180727953]"
4649,ENSG00000185221,"[215044077, 215045059]"
2811,ENSG00000185044,"[143354963, 143467632]"
384,ENSG00000162490,"[11751786, 11785914]"
3570,ENSG00000143318,"[160160285, 160171676]"
4913,ENSG00000199270,"[228770618, 228770736]"
4835,ENSG00000229965,"[226626265, 226627045]"
2642,ENSG00000175984,"[115125469, 115213043]"
1663,ENSG00000197015,"[54481327, 54481616]"
5292,ENSG00000239395,"[247875115, 247887066]"
3345,ENSG00000179085,"[155112367, 155113071]"
1701,ENSG00000162399,"[55464606, 55476556]"
16,ENSG00000241599,"[160446, 161525]"
3738,ENSG00000203307,"[166050420, 166056720]"
1058,ENSG00000225828,"[32826871, 32829879]"
640,ENSG00000158786,"[20465819, 20476879]"
2659,ENSG00000232185,"[116107222, 116108053]"
3010,ENSG00000235999,"[149287451, 149291743]"
3213,ENSG00000196734,"[152784447, 152785585]"
2169,ENSG00000230735,"[90095284, 90141945]"
2813,ENSG00000266811,"[143424141, 143424215]"
4477,ENSG00000225483,"[206180054, 206180443]"
5040,ENSG00000201638,"[234973720, 234973820]"
1186,ENSG00000134697,"[38032417, 38061536]"
3553,ENSG00000272668,"[159836744, 159837475]"
3335,ENSG00000163354,"[154990996, 155006257]"
2662,ENSG00000207502,"[116164493, 116164626]"
4461,ENSG00000174514,"[205538013, 205572046]"
4120,ENSG00000232036,"[184535645, 184536969]"
1716,ENSG00000233079,"[56410760, 56415792]"
2960,ENSG00000231551,"[147887350, 147901508]"
2469,ENSG00000228665,"[109572689, 109572941]"
1966,ENSG00000272864,"[75164453, 75165017]"
1920,ENSG00000244389,"[70645829, 70646123]"
3143,ENSG00000143367,"[151512781, 151556059]"
4785,ENSG00000237101,"[224407315, 224415745]"
4290,ENSG00000233827,"[200182656, 200183643]"
2965,ENSG00000223491,"[148000213, 148000494]"
585,ENSG00000269468,"[17655507, 17676070]"
3599,ENSG00000226003,"[160817800, 160818292]"
36,ENSG00000237973,"[566454, 567996]"
1072,ENSG00000162522,"[33207486, 33240571]"
76,ENSG00000242590,"[990413, 991496]"
2238,ENSG00000143033,"[93544792, 93604638]"
3740,ENSG00000215952,"[166123980, 166124035]"
4307,ENSG00000234132,"[201004224, 201012201]"
997,ENSG00000223382,"[31297075, 31307131]"
3906,ENSG00000162753,"[173469603, 173572233]"
2368,ENSG00000216067,"[100844238, 100844331]"
625,ENSG00000235185,"[19918296, 19923326]"
4258,ENSG00000224901,"[197726449, 197731095]"
2049,ENSG00000213559,"[80916768, 80917689]"
3403,ENSG00000254726,"[156041804, 156051789]"
1407,ENSG00000173846,"[45265897, 45271662]"
1905,ENSG00000229440,"[68847124, 68847340]"
639,ENSG00000117215,"[20438432, 20446050]"
375,ENSG00000120942,"[11333263, 11356106]"
80,ENSG00000131591,"[1017198, 1051741]"
2170,ENSG00000171488,"[90098631, 90235462]"
4366,ENSG00000226148,"[202765158, 202766222]"
1327,ENSG00000164007,"[43198764, 43205925]"
2786,ENSG00000239012,"[142653718, 142653799]"
2793,ENSG00000236055,"[142790583, 142791175]"
3293,ENSG00000263987,"[154076997, 154077068]"
4570,ENSG00000234004,"[211346819, 211347193]"
4879,ENSG00000198835,"[228337553, 228347527]"
5188,ENSG00000269795,"[243388058, 243395911]"
1384,ENSG00000238037,"[44620700, 44620973]"
189,ENSG00000272235,"[3223200, 3226660]"
1515,ENSG00000117834,"[48688357, 48714316]"
5150,ENSG00000238085,"[241161751, 241162094]"
4965,ENSG00000202063,"[230955996, 230956104]"
2344,ENSG00000252226,"[100295021, 100295093]"
3935,ENSG00000231378,"[174818805, 174819306]"
2059,ENSG00000224494,"[81892141, 81893290]"
353,ENSG00000243267,"[10676893, 10677170]"
2398,ENSG00000271277,"[102348072, 102348450]"
3081,ENSG00000143374,"[150459887, 150480078]"
5037,ENSG00000230628,"[234805269, 234831900]"
2248,ENSG00000137942,"[93913688, 94020218]"
4257,ENSG00000233040,"[197715881, 197716581]"
1383,ENSG00000200171,"[44619057, 44619152]"
1628,ENSG00000226147,"[53460398, 53461698]"
2176,ENSG00000171492,"[90286573, 90402170]"
3584,ENSG00000201608,"[160362558, 160362699]"
2495,ENSG00000134183,"[110145889, 110155679]"
4608,ENSG00000201544,"[212526158, 212526292]"
2326,ENSG00000269998,"[98399030, 98407302]"
3757,ENSG00000143194,"[166958346, 166991451]"
4389,ENSG00000133063,"[203181955, 203242769]"
2929,ENSG00000244211,"[147466533, 147481824]"
3476,ENSG00000073754,"[157800704, 157868046]"
4680,ENSG00000143353,"[219347186, 219386207]"
3106,ENSG00000143379,"[150898739, 150937213]"
1470,ENSG00000159658,"[47124366, 47184824]"
1839,ENSG00000162434,"[65298912, 65432187]"
5003,ENSG00000206835,"[232967763, 232967933]"
2110,ENSG00000199934,"[86057963, 86058039]"
3298,ENSG00000143612,"[154179182, 154193104]"
240,ENSG00000265392,"[6489894, 6489956]"
1517,ENSG00000132122,"[48761044, 48937845]"
2163,ENSG00000233235,"[89790205, 89800563]"
3334,ENSG00000160685,"[154975127, 154990998]"
4234,ENSG00000228167,"[194687925, 194688366]"
676,ENSG00000228823,"[21737953, 21739786]"
5241,ENSG00000162851,"[246703862, 246729626]"
5014,ENSG00000183780,"[234040679, 234460262]"
3626,ENSG00000158864,"[161166894, 161184185]"
4928,ENSG00000177800,"[229385383, 229387557]"
1382,ENSG00000226804,"[44616266, 44617425]"
1205,ENSG00000222282,"[38350695, 38350789]"
2454,ENSG00000226483,"[109051196, 109051865]"
2919,ENSG00000162836,"[147101453, 147142618]"
3486,ENSG00000158477,"[158223927, 158228059]"
3934,ENSG00000223828,"[174725988, 174726257]"
1027,ENSG00000084636,"[32117848, 32169920]"
1019,ENSG00000228682,"[31971841, 31974167]"
1816,ENSG00000230798,"[63786555, 63790112]"
3105,ENSG00000229357,"[150876372, 150876689]"
4497,ENSG00000224114,"[206869182, 206869614]"
4670,ENSG00000067533,"[218458629, 218511325]"
3430,ENSG00000187862,"[156549519, 156556562]"
4718,ENSG00000162817,"[220863187, 220872499]"
2830,ENSG00000224363,"[144089214, 144091946]"
3745,ENSG00000234142,"[166445009, 166459276]"
2392,ENSG00000231671,"[101788893, 101855859]"
3055,ENSG00000203812,"[149822643, 149823191]"
1483,ENSG00000261290,"[47468667, 47468820]"
3658,ENSG00000241347,"[161705598, 161705889]"
2373,ENSG00000230402,"[101092605, 101106169]"
4495,ENSG00000252853,"[206855308, 206855380]"
5161,ENSG00000235990,"[242079425, 242079845]"
2367,ENSG00000079335,"[100810584, 100985833]"
3142,ENSG00000252840,"[151500307, 151500414]"
135,ENSG00000008128,"[1634169, 1655766]"
2623,ENSG00000231128,"[114355001, 114371793]"
1292,ENSG00000229528,"[41329586, 41342342]"
852,ENSG00000176083,"[26688125, 26701013]"
2814,ENSG00000272302,"[143437327, 143437409]"
3150,ENSG00000227045,"[151673502, 151680862]"
3685,ENSG00000227667,"[162949341, 162949583]"
1617,ENSG00000203995,"[53308183, 53360670]"
2826,ENSG00000263497,"[143876891, 143876982]"
3413,ENSG00000198952,"[156219015, 156252620]"
3177,ENSG00000232678,"[152050428, 152050687]"
2614,ENSG00000237278,"[113667943, 113669505]"
4972,ENSG00000173409,"[231114727, 231136341]"
4899,ENSG00000215811,"[228696356, 228700006]"
2867,ENSG00000234222,"[145475982, 145508503]"
3617,ENSG00000158793,"[161087876, 161095235]"
4885,ENSG00000269934,"[228462285, 228463767]"
3713,ENSG00000224702,"[165179864, 165182327]"
5313,ENSG00000232215,"[248166431, 248167370]"
3582,ENSG00000162736,"[160313062, 160328742]"
140,ENSG00000078369,"[1716729, 1822495]"
3509,ENSG00000180437,"[158693903, 158694902]"
1589,ENSG00000228369,"[52516590, 52518355]"
4104,ENSG00000116701,"[183524698, 183560011]"
2496,ENSG00000116337,"[110158726, 110174673]"
4793,ENSG00000266618,"[224585929, 224586013]"
2437,ENSG00000238883,"[107991091, 107991177]"
3279,ENSG00000198837,"[153901977, 153919172]"
5290,ENSG00000197437,"[247835320, 247836365]"
820,ENSG00000127423,"[26158414, 26185903]"
4564,ENSG00000054392,"[210501596, 210849638]"
2745,ENSG00000203855,"[120106689, 120114734]"
4796,ENSG00000233384,"[224802998, 224803922]"
3706,ENSG00000271917,"[164797673, 164799189]"
2532,ENSG00000240194,"[111023374, 111033899]"
1136,ENSG00000236274,"[35975343, 35977039]"
1817,ENSG00000187140,"[63788730, 63790797]"
229,ENSG00000116251,"[6241329, 6269449]"
999,ENSG00000235143,"[31331005, 31333101]"
2715,ENSG00000065183,"[118472343, 118509165]"
1558,ENSG00000238618,"[51696925, 51697028]"
3815,ENSG00000234437,"[169411876, 169429690]"
4876,ENSG00000224566,"[228302698, 228303174]"
2580,ENSG00000064703,"[112297867, 112310638]"
4922,ENSG00000116574,"[228870824, 228882416]"
24,ENSG00000269732,"[379105, 379467]"
1118,ENSG00000252728,"[35409357, 35409425]"
2149,ENSG00000137947,"[89318615, 89357627]"
628,ENSG00000226396,"[19934608, 19935062]"
1471,ENSG00000233647,"[47131582, 47132047]"
261,ENSG00000237728,"[7442548, 7449814]"
1388,ENSG00000117419,"[44686742, 44820932]"
3040,ENSG00000263825,"[149708860, 149708951]"
5017,ENSG00000233332,"[234348352, 234350834]"
2553,ENSG00000162777,"[111729796, 111747157]"
2422,ENSG00000225036,"[105976616, 105977443]"
3490,ENSG00000158488,"[158323254, 158327343]"
3609,ENSG00000215845,"[161007421, 161008780]"
1695,ENSG00000162398,"[55271736, 55307925]"
8,ENSG00000239945,"[89551, 91105]"
